periode_data;bulan;tanggal;stasiun;pm_sepuluh;pm_duakomalima;sulfur_dioksida;karbon_monoksida;ozon;nitrogen_dioksida;max;parameter_pencemar_kritis;kategori
202511;11;2;DKI1 Bundaran Hotel Indonesia (HI);43;75;34;16;20;32;75;PM25;SEDANG
202511;11;3;DKI1 Bundaran Hotel Indonesia (HI);42;71;31;16;17;34;71;PM25;SEDANG
202511;11;4;DKI1 Bundaran Hotel Indonesia (HI);54;84;32;27;15;44;84;PM25;SEDANG
202511;11;5;DKI1 Bundaran Hotel Indonesia (HI);34;58;29;13;12;20;58;PM25;SEDANG
202511;11;6;DKI1 Bundaran Hotel Indonesia (HI);22;45;29;9;14;14;45;PM25;BAIK
202511;11;7;DKI1 Bundaran Hotel Indonesia (HI);21;48;31;11;13;19;48;PM25;BAIK
202511;11;8;DKI1 Bundaran Hotel Indonesia (HI);25;54;31;11;10;18;54;PM25;SEDANG
202511;11;9;DKI1 Bundaran Hotel Indonesia (HI);25;52;29;11;15;14;52;PM25;SEDANG
202511;11;10;DKI1 Bundaran Hotel Indonesia (HI);21;50;31;9;18;15;50;PM25;BAIK
202511;11;11;DKI1 Bundaran Hotel Indonesia (HI);23;47;31;9;17;14;47;PM25;BAIK
202511;11;12;DKI1 Bundaran Hotel Indonesia (HI);21;41;31;10;12;16;41;PM25;BAIK
202511;11;13;DKI1 Bundaran Hotel Indonesia (HI);16;38;30;10;12;14;38;PM25;BAIK
202511;11;14;DKI1 Bundaran Hotel Indonesia (HI);22;41;30;12;10;16;41;PM25;BAIK
202511;11;15;DKI1 Bundaran Hotel Indonesia (HI);24;58;31;12;13;18;58;PM25;SEDANG
202511;11;16;DKI1 Bundaran Hotel Indonesia (HI);28;55;30;12;14;17;55;PM25;SEDANG
202511;11;17;DKI1 Bundaran Hotel Indonesia (HI);25;52;32;10;11;14;52;PM25;SEDANG
202511;11;18;DKI1 Bundaran Hotel Indonesia (HI);23;53;34;12;9;20;53;PM25;SEDANG
202511;11;19;DKI1 Bundaran Hotel Indonesia (HI);51;75;35;30;12;38;75;PM25;SEDANG
202511;11;20;DKI1 Bundaran Hotel Indonesia (HI);30;59;33;14;13;23;59;PM25;SEDANG
202511;11;21;DKI1 Bundaran Hotel Indonesia (HI);25;50;32;13;13;22;50;PM25;BAIK
202511;11;22;DKI1 Bundaran Hotel Indonesia (HI);39;70;40;15;18;23;70;PM25;SEDANG
202511;11;23;DKI1 Bundaran Hotel Indonesia (HI);51;71;32;18;13;22;71;PM25;SEDANG
202511;11;24;DKI1 Bundaran Hotel Indonesia (HI);30;57;31;13;12;21;57;PM25;SEDANG
202511;11;25;DKI1 Bundaran Hotel Indonesia (HI);26;58;32;13;16;23;58;PM25;SEDANG
202511;11;26;DKI1 Bundaran Hotel Indonesia (HI);30;61;33;13;12;20;61;PM25;SEDANG
202511;11;27;DKI1 Bundaran Hotel Indonesia (HI);30;64;35;14;18;26;64;PM25;SEDANG
202511;11;28;DKI1 Bundaran Hotel Indonesia (HI);N/A;120;43;16;23;32;120;PM25;TIDAK SEHAT
202511;11;29;DKI1 Bundaran Hotel Indonesia (HI);52;79;40;15;22;28;79;PM25;SEDANG
202511;11;30;DKI1 Bundaran Hotel Indonesia (HI);59;88;35;15;16;33;88;PM25;SEDANG
